$$Code$ParentProduct.StockKeepingUnit,Code,Description,MaxBundleComponents,MinBundleComponents,Name,ParentGroup.$$Code$ParentProduct.StockKeepingUnit,ParentProduct.StockKeepingUnit,Sequence
PCG-QB-PS-ENGRESOURCES-GEN2151;QB-BDL-SRVC-GEN2151,PCG-QB-PS-ENGRESOURCES-GEN2151,,,,Engineering Resources,,QB-BDL-SRVC-GEN2151,1
PCG-QB-PS-PM-GEN2151;QB-BDL-SRVC-GEN2151,PCG-QB-PS-PM-GEN2151,,,,Project Management,,QB-BDL-SRVC-GEN2151,2
PCG-QB-PS-SA-GEN2151;QB-BDL-SRVC-GEN2151,PCG-QB-PS-SA-GEN2151,,,,Solution Architecture,,QB-BDL-SRVC-GEN2151,3
PCG-QBSTARTER-MAINT-GEN2152;QB-BDL-STND-GEN2152,PCG-QBSTARTER-MAINT-GEN2152,,1,1,Maintenance,,QB-BDL-STND-GEN2152,20
PCG-QBSTARTER-TRAINING-GEN2152;QB-BDL-STND-GEN2152,PCG-QBSTARTER-TRAINING-GEN2152,,1,1,Training,,QB-BDL-STND-GEN2152,10
PCG-QB-MAINT-GEN2178;QB-COMPLETE-GEN2178,PCG-QB-MAINT-GEN2178,,,,Maintenance & Support,,QB-COMPLETE-GEN2178,40
PCG-QB-SERVICES-GEN2178;QB-COMPLETE-GEN2178,PCG-QB-SERVICES-GEN2178,,,,Services,,QB-COMPLETE-GEN2178,30
PCG-QB-SOFTWARE-GEN2178;QB-COMPLETE-GEN2178,PCG-QB-SOFTWARE-GEN2178,,,,Software,,QB-COMPLETE-GEN2178,10
PCG-QB-TRAINING-GEN2178;QB-COMPLETE-GEN2178,PCG-QB-TRAINING-GEN2178,,,,Training,,QB-COMPLETE-GEN2178,20
QB-PCG-USAGE-GEN2178;QB-COMPLETE-GEN2178,QB-PCG-USAGE-GEN2178,,,,Consumption,,QB-COMPLETE-GEN2178,15
Computing-GEN2257;QB-QRack-750-GEN2257,Computing-GEN2257,,,,Computing,,QB-QRack-750-GEN2257,1
Cooling-GEN2257;QB-QRack-750-GEN2257,Cooling-GEN2257,,2,1,Cooling,Computing-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,2
GPUs-GEN2257;QB-QRack-750-GEN2257,GPUs-GEN2257,,,,GPUs,PCIe-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,1
Hard Drives-GEN2257;QB-QRack-750-GEN2257,Hard Drives-GEN2257,,,,Hard Drives,Storage-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,1
I/O-GEN2257;QB-QRack-750-GEN2257,I/O-GEN2257,,,,I/O,PCIe-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,2
Memory-GEN2257;QB-QRack-750-GEN2257,Memory-GEN2257,,,,Memory,,QB-QRack-750-GEN2257,2
Networking-GEN2257;QB-QRack-750-GEN2257,Networking-GEN2257,,,,Networking,PCIe-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,3
PCIe-GEN2257;QB-QRack-750-GEN2257,PCIe-GEN2257,,,,PCIe,,QB-QRack-750-GEN2257,4
Power Supply-GEN2257;QB-QRack-750-GEN2257,Power Supply-GEN2257,,,,Power Supply,,QB-QRack-750-GEN2257,5
Processor-GEN2257;QB-QRack-750-GEN2257,Processor-GEN2257,,2,1,Processor,Computing-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,1
Solid State Drives-GEN2257;QB-QRack-750-GEN2257,Solid State Drives-GEN2257,,4,0,Solid State Drives,Storage-GEN2257;QB-QRack-750-GEN2257,QB-QRack-750-GEN2257,2
Storage-GEN2257;QB-QRack-750-GEN2257,Storage-GEN2257,,,,Storage,,QB-QRack-750-GEN2257,3
PCG-QB-SRV-CPU-GEN2313;QB-BDL-R750-GEN2313,PCG-QB-SRV-CPU-GEN2313,,1,1,Processor,,QB-BDL-R750-GEN2313,1
PCG-QB-SRV-HDD-GEN2313;QB-BDL-R750-GEN2313,PCG-QB-SRV-HDD-GEN2313,,1,1,Hard Drive,,QB-BDL-R750-GEN2313,3
PCG-QB-SRV-NIC-GEN2313;QB-BDL-R750-GEN2313,PCG-QB-SRV-NIC-GEN2313,,1,1,Network Adapter,,QB-BDL-R750-GEN2313,4
PCG-QB-SRV-RAM-GEN2313;QB-BDL-R750-GEN2313,PCG-QB-SRV-RAM-GEN2313,,1,1,Memory Capacity,,QB-BDL-R750-GEN2313,2
PCG-QB-PS-ENGRESOURCES-GEN2315;QB-BDL-SRVC-GEN2315,PCG-QB-PS-ENGRESOURCES-GEN2315,,,,Engineering Resources,,QB-BDL-SRVC-GEN2315,1
PCG-QB-PS-PM-GEN2315;QB-BDL-SRVC-GEN2315,PCG-QB-PS-PM-GEN2315,,,,Project Management,,QB-BDL-SRVC-GEN2315,2
PCG-QB-PS-SA-GEN2315;QB-BDL-SRVC-GEN2315,PCG-QB-PS-SA-GEN2315,,,,Solution Architecture,,QB-BDL-SRVC-GEN2315,3
PCG-QBSTARTER-MAINT-GEN2316;QB-BDL-STND-GEN2316,PCG-QBSTARTER-MAINT-GEN2316,,1,1,Maintenance,,QB-BDL-STND-GEN2316,20
PCG-QBSTARTER-TRAINING-GEN2316;QB-BDL-STND-GEN2316,PCG-QBSTARTER-TRAINING-GEN2316,,1,1,Training,,QB-BDL-STND-GEN2316,10
PCG-QB-MAINT-GEN2342;QB-COMPLETE-GEN2342,PCG-QB-MAINT-GEN2342,,,,Maintenance & Support,,QB-COMPLETE-GEN2342,40
PCG-QB-SERVICES-GEN2342;QB-COMPLETE-GEN2342,PCG-QB-SERVICES-GEN2342,,,,Services,,QB-COMPLETE-GEN2342,30
PCG-QB-SOFTWARE-GEN2342;QB-COMPLETE-GEN2342,PCG-QB-SOFTWARE-GEN2342,,,,Software,,QB-COMPLETE-GEN2342,10
PCG-QB-TRAINING-GEN2342;QB-COMPLETE-GEN2342,PCG-QB-TRAINING-GEN2342,,,,Training,,QB-COMPLETE-GEN2342,20
QB-PCG-USAGE-GEN2342;QB-COMPLETE-GEN2342,QB-PCG-USAGE-GEN2342,,,,Consumption,,QB-COMPLETE-GEN2342,15
Computing-GEN2421;QB-QRack-750-GEN2421,Computing-GEN2421,,,,Computing,,QB-QRack-750-GEN2421,1
Cooling-GEN2421;QB-QRack-750-GEN2421,Cooling-GEN2421,,2,1,Cooling,Computing-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,2
GPUs-GEN2421;QB-QRack-750-GEN2421,GPUs-GEN2421,,,,GPUs,PCIe-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,1
Hard Drives-GEN2421;QB-QRack-750-GEN2421,Hard Drives-GEN2421,,,,Hard Drives,Storage-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,1
I/O-GEN2421;QB-QRack-750-GEN2421,I/O-GEN2421,,,,I/O,PCIe-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,2
Memory-GEN2421;QB-QRack-750-GEN2421,Memory-GEN2421,,,,Memory,,QB-QRack-750-GEN2421,2
Networking-GEN2421;QB-QRack-750-GEN2421,Networking-GEN2421,,,,Networking,PCIe-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,3
PCIe-GEN2421;QB-QRack-750-GEN2421,PCIe-GEN2421,,,,PCIe,,QB-QRack-750-GEN2421,4
Power Supply-GEN2421;QB-QRack-750-GEN2421,Power Supply-GEN2421,,,,Power Supply,,QB-QRack-750-GEN2421,5
Processor-GEN2421;QB-QRack-750-GEN2421,Processor-GEN2421,,2,1,Processor,Computing-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,1
Solid State Drives-GEN2421;QB-QRack-750-GEN2421,Solid State Drives-GEN2421,,4,0,Solid State Drives,Storage-GEN2421;QB-QRack-750-GEN2421,QB-QRack-750-GEN2421,2
Storage-GEN2421;QB-QRack-750-GEN2421,Storage-GEN2421,,,,Storage,,QB-QRack-750-GEN2421,3
PCG-QB-SRV-CPU-GEN2477;QB-BDL-R750-GEN2477,PCG-QB-SRV-CPU-GEN2477,,1,1,Processor,,QB-BDL-R750-GEN2477,1
PCG-QB-SRV-HDD-GEN2477;QB-BDL-R750-GEN2477,PCG-QB-SRV-HDD-GEN2477,,1,1,Hard Drive,,QB-BDL-R750-GEN2477,3
PCG-QB-SRV-NIC-GEN2477;QB-BDL-R750-GEN2477,PCG-QB-SRV-NIC-GEN2477,,1,1,Network Adapter,,QB-BDL-R750-GEN2477,4
PCG-QB-SRV-RAM-GEN2477;QB-BDL-R750-GEN2477,PCG-QB-SRV-RAM-GEN2477,,1,1,Memory Capacity,,QB-BDL-R750-GEN2477,2
PCG-QB-PS-ENGRESOURCES-GEN2479;QB-BDL-SRVC-GEN2479,PCG-QB-PS-ENGRESOURCES-GEN2479,,,,Engineering Resources,,QB-BDL-SRVC-GEN2479,1
PCG-QB-PS-PM-GEN2479;QB-BDL-SRVC-GEN2479,PCG-QB-PS-PM-GEN2479,,,,Project Management,,QB-BDL-SRVC-GEN2479,2
PCG-QB-PS-SA-GEN2479;QB-BDL-SRVC-GEN2479,PCG-QB-PS-SA-GEN2479,,,,Solution Architecture,,QB-BDL-SRVC-GEN2479,3
PCG-QBSTARTER-MAINT-GEN2480;QB-BDL-STND-GEN2480,PCG-QBSTARTER-MAINT-GEN2480,,1,1,Maintenance,,QB-BDL-STND-GEN2480,20
PCG-QBSTARTER-TRAINING-GEN2480;QB-BDL-STND-GEN2480,PCG-QBSTARTER-TRAINING-GEN2480,,1,1,Training,,QB-BDL-STND-GEN2480,10
PCG-QB-MAINT-GEN2506;QB-COMPLETE-GEN2506,PCG-QB-MAINT-GEN2506,,,,Maintenance & Support,,QB-COMPLETE-GEN2506,40
PCG-QB-SERVICES-GEN2506;QB-COMPLETE-GEN2506,PCG-QB-SERVICES-GEN2506,,,,Services,,QB-COMPLETE-GEN2506,30
PCG-QB-SOFTWARE-GEN2506;QB-COMPLETE-GEN2506,PCG-QB-SOFTWARE-GEN2506,,,,Software,,QB-COMPLETE-GEN2506,10
PCG-QB-TRAINING-GEN2506;QB-COMPLETE-GEN2506,PCG-QB-TRAINING-GEN2506,,,,Training,,QB-COMPLETE-GEN2506,20
QB-PCG-USAGE-GEN2506;QB-COMPLETE-GEN2506,QB-PCG-USAGE-GEN2506,,,,Consumption,,QB-COMPLETE-GEN2506,15
Computing-GEN2585;QB-QRack-750-GEN2585,Computing-GEN2585,,,,Computing,,QB-QRack-750-GEN2585,1
Cooling-GEN2585;QB-QRack-750-GEN2585,Cooling-GEN2585,,2,1,Cooling,Computing-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,2
GPUs-GEN2585;QB-QRack-750-GEN2585,GPUs-GEN2585,,,,GPUs,PCIe-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,1
Hard Drives-GEN2585;QB-QRack-750-GEN2585,Hard Drives-GEN2585,,,,Hard Drives,Storage-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,1
I/O-GEN2585;QB-QRack-750-GEN2585,I/O-GEN2585,,,,I/O,PCIe-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,2
Memory-GEN2585;QB-QRack-750-GEN2585,Memory-GEN2585,,,,Memory,,QB-QRack-750-GEN2585,2
Networking-GEN2585;QB-QRack-750-GEN2585,Networking-GEN2585,,,,Networking,PCIe-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,3
PCIe-GEN2585;QB-QRack-750-GEN2585,PCIe-GEN2585,,,,PCIe,,QB-QRack-750-GEN2585,4
Power Supply-GEN2585;QB-QRack-750-GEN2585,Power Supply-GEN2585,,,,Power Supply,,QB-QRack-750-GEN2585,5
Processor-GEN2585;QB-QRack-750-GEN2585,Processor-GEN2585,,2,1,Processor,Computing-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,1
Solid State Drives-GEN2585;QB-QRack-750-GEN2585,Solid State Drives-GEN2585,,4,0,Solid State Drives,Storage-GEN2585;QB-QRack-750-GEN2585,QB-QRack-750-GEN2585,2
Storage-GEN2585;QB-QRack-750-GEN2585,Storage-GEN2585,,,,Storage,,QB-QRack-750-GEN2585,3
PCG-QB-SRV-CPU-GEN2641;QB-BDL-R750-GEN2641,PCG-QB-SRV-CPU-GEN2641,,1,1,Processor,,QB-BDL-R750-GEN2641,1
PCG-QB-SRV-HDD-GEN2641;QB-BDL-R750-GEN2641,PCG-QB-SRV-HDD-GEN2641,,1,1,Hard Drive,,QB-BDL-R750-GEN2641,3
PCG-QB-SRV-NIC-GEN2641;QB-BDL-R750-GEN2641,PCG-QB-SRV-NIC-GEN2641,,1,1,Network Adapter,,QB-BDL-R750-GEN2641,4
PCG-QB-SRV-RAM-GEN2641;QB-BDL-R750-GEN2641,PCG-QB-SRV-RAM-GEN2641,,1,1,Memory Capacity,,QB-BDL-R750-GEN2641,2
PCG-QB-PS-ENGRESOURCES-GEN2643;QB-BDL-SRVC-GEN2643,PCG-QB-PS-ENGRESOURCES-GEN2643,,,,Engineering Resources,,QB-BDL-SRVC-GEN2643,1
PCG-QB-PS-PM-GEN2643;QB-BDL-SRVC-GEN2643,PCG-QB-PS-PM-GEN2643,,,,Project Management,,QB-BDL-SRVC-GEN2643,2
PCG-QB-PS-SA-GEN2643;QB-BDL-SRVC-GEN2643,PCG-QB-PS-SA-GEN2643,,,,Solution Architecture,,QB-BDL-SRVC-GEN2643,3
PCG-QBSTARTER-MAINT-GEN2644;QB-BDL-STND-GEN2644,PCG-QBSTARTER-MAINT-GEN2644,,1,1,Maintenance,,QB-BDL-STND-GEN2644,20
PCG-QBSTARTER-TRAINING-GEN2644;QB-BDL-STND-GEN2644,PCG-QBSTARTER-TRAINING-GEN2644,,1,1,Training,,QB-BDL-STND-GEN2644,10
PCG-QB-MAINT-GEN2670;QB-COMPLETE-GEN2670,PCG-QB-MAINT-GEN2670,,,,Maintenance & Support,,QB-COMPLETE-GEN2670,40
PCG-QB-SERVICES-GEN2670;QB-COMPLETE-GEN2670,PCG-QB-SERVICES-GEN2670,,,,Services,,QB-COMPLETE-GEN2670,30
PCG-QB-SOFTWARE-GEN2670;QB-COMPLETE-GEN2670,PCG-QB-SOFTWARE-GEN2670,,,,Software,,QB-COMPLETE-GEN2670,10
PCG-QB-TRAINING-GEN2670;QB-COMPLETE-GEN2670,PCG-QB-TRAINING-GEN2670,,,,Training,,QB-COMPLETE-GEN2670,20
QB-PCG-USAGE-GEN2670;QB-COMPLETE-GEN2670,QB-PCG-USAGE-GEN2670,,,,Consumption,,QB-COMPLETE-GEN2670,15
Computing-GEN2749;QB-QRack-750-GEN2749,Computing-GEN2749,,,,Computing,,QB-QRack-750-GEN2749,1
Cooling-GEN2749;QB-QRack-750-GEN2749,Cooling-GEN2749,,2,1,Cooling,Computing-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,2
GPUs-GEN2749;QB-QRack-750-GEN2749,GPUs-GEN2749,,,,GPUs,PCIe-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,1
Hard Drives-GEN2749;QB-QRack-750-GEN2749,Hard Drives-GEN2749,,,,Hard Drives,Storage-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,1
I/O-GEN2749;QB-QRack-750-GEN2749,I/O-GEN2749,,,,I/O,PCIe-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,2
Memory-GEN2749;QB-QRack-750-GEN2749,Memory-GEN2749,,,,Memory,,QB-QRack-750-GEN2749,2
Networking-GEN2749;QB-QRack-750-GEN2749,Networking-GEN2749,,,,Networking,PCIe-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,3
PCIe-GEN2749;QB-QRack-750-GEN2749,PCIe-GEN2749,,,,PCIe,,QB-QRack-750-GEN2749,4
Power Supply-GEN2749;QB-QRack-750-GEN2749,Power Supply-GEN2749,,,,Power Supply,,QB-QRack-750-GEN2749,5
Processor-GEN2749;QB-QRack-750-GEN2749,Processor-GEN2749,,2,1,Processor,Computing-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,1
Solid State Drives-GEN2749;QB-QRack-750-GEN2749,Solid State Drives-GEN2749,,4,0,Solid State Drives,Storage-GEN2749;QB-QRack-750-GEN2749,QB-QRack-750-GEN2749,2
Storage-GEN2749;QB-QRack-750-GEN2749,Storage-GEN2749,,,,Storage,,QB-QRack-750-GEN2749,3
PCG-QB-SRV-CPU-GEN2805;QB-BDL-R750-GEN2805,PCG-QB-SRV-CPU-GEN2805,,1,1,Processor,,QB-BDL-R750-GEN2805,1
PCG-QB-SRV-HDD-GEN2805;QB-BDL-R750-GEN2805,PCG-QB-SRV-HDD-GEN2805,,1,1,Hard Drive,,QB-BDL-R750-GEN2805,3
PCG-QB-SRV-NIC-GEN2805;QB-BDL-R750-GEN2805,PCG-QB-SRV-NIC-GEN2805,,1,1,Network Adapter,,QB-BDL-R750-GEN2805,4
PCG-QB-SRV-RAM-GEN2805;QB-BDL-R750-GEN2805,PCG-QB-SRV-RAM-GEN2805,,1,1,Memory Capacity,,QB-BDL-R750-GEN2805,2
PCG-QB-PS-ENGRESOURCES-GEN2807;QB-BDL-SRVC-GEN2807,PCG-QB-PS-ENGRESOURCES-GEN2807,,,,Engineering Resources,,QB-BDL-SRVC-GEN2807,1
PCG-QB-PS-PM-GEN2807;QB-BDL-SRVC-GEN2807,PCG-QB-PS-PM-GEN2807,,,,Project Management,,QB-BDL-SRVC-GEN2807,2
PCG-QB-PS-SA-GEN2807;QB-BDL-SRVC-GEN2807,PCG-QB-PS-SA-GEN2807,,,,Solution Architecture,,QB-BDL-SRVC-GEN2807,3
PCG-QBSTARTER-MAINT-GEN2808;QB-BDL-STND-GEN2808,PCG-QBSTARTER-MAINT-GEN2808,,1,1,Maintenance,,QB-BDL-STND-GEN2808,20
PCG-QBSTARTER-TRAINING-GEN2808;QB-BDL-STND-GEN2808,PCG-QBSTARTER-TRAINING-GEN2808,,1,1,Training,,QB-BDL-STND-GEN2808,10
PCG-QB-MAINT-GEN2834;QB-COMPLETE-GEN2834,PCG-QB-MAINT-GEN2834,,,,Maintenance & Support,,QB-COMPLETE-GEN2834,40
PCG-QB-SERVICES-GEN2834;QB-COMPLETE-GEN2834,PCG-QB-SERVICES-GEN2834,,,,Services,,QB-COMPLETE-GEN2834,30
PCG-QB-SOFTWARE-GEN2834;QB-COMPLETE-GEN2834,PCG-QB-SOFTWARE-GEN2834,,,,Software,,QB-COMPLETE-GEN2834,10
PCG-QB-TRAINING-GEN2834;QB-COMPLETE-GEN2834,PCG-QB-TRAINING-GEN2834,,,,Training,,QB-COMPLETE-GEN2834,20
QB-PCG-USAGE-GEN2834;QB-COMPLETE-GEN2834,QB-PCG-USAGE-GEN2834,,,,Consumption,,QB-COMPLETE-GEN2834,15
Computing-GEN2913;QB-QRack-750-GEN2913,Computing-GEN2913,,,,Computing,,QB-QRack-750-GEN2913,1
Cooling-GEN2913;QB-QRack-750-GEN2913,Cooling-GEN2913,,2,1,Cooling,Computing-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,2
GPUs-GEN2913;QB-QRack-750-GEN2913,GPUs-GEN2913,,,,GPUs,PCIe-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,1
Hard Drives-GEN2913;QB-QRack-750-GEN2913,Hard Drives-GEN2913,,,,Hard Drives,Storage-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,1
I/O-GEN2913;QB-QRack-750-GEN2913,I/O-GEN2913,,,,I/O,PCIe-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,2
Memory-GEN2913;QB-QRack-750-GEN2913,Memory-GEN2913,,,,Memory,,QB-QRack-750-GEN2913,2
Networking-GEN2913;QB-QRack-750-GEN2913,Networking-GEN2913,,,,Networking,PCIe-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,3
PCIe-GEN2913;QB-QRack-750-GEN2913,PCIe-GEN2913,,,,PCIe,,QB-QRack-750-GEN2913,4
Power Supply-GEN2913;QB-QRack-750-GEN2913,Power Supply-GEN2913,,,,Power Supply,,QB-QRack-750-GEN2913,5
Processor-GEN2913;QB-QRack-750-GEN2913,Processor-GEN2913,,2,1,Processor,Computing-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,1
Solid State Drives-GEN2913;QB-QRack-750-GEN2913,Solid State Drives-GEN2913,,4,0,Solid State Drives,Storage-GEN2913;QB-QRack-750-GEN2913,QB-QRack-750-GEN2913,2
Storage-GEN2913;QB-QRack-750-GEN2913,Storage-GEN2913,,,,Storage,,QB-QRack-750-GEN2913,3
PCG-QB-SRV-CPU-GEN2969;QB-BDL-R750-GEN2969,PCG-QB-SRV-CPU-GEN2969,,1,1,Processor,,QB-BDL-R750-GEN2969,1
PCG-QB-SRV-HDD-GEN2969;QB-BDL-R750-GEN2969,PCG-QB-SRV-HDD-GEN2969,,1,1,Hard Drive,,QB-BDL-R750-GEN2969,3
PCG-QB-SRV-NIC-GEN2969;QB-BDL-R750-GEN2969,PCG-QB-SRV-NIC-GEN2969,,1,1,Network Adapter,,QB-BDL-R750-GEN2969,4
PCG-QB-SRV-RAM-GEN2969;QB-BDL-R750-GEN2969,PCG-QB-SRV-RAM-GEN2969,,1,1,Memory Capacity,,QB-BDL-R750-GEN2969,2
PCG-QB-PS-ENGRESOURCES-GEN2971;QB-BDL-SRVC-GEN2971,PCG-QB-PS-ENGRESOURCES-GEN2971,,,,Engineering Resources,,QB-BDL-SRVC-GEN2971,1
PCG-QB-PS-PM-GEN2971;QB-BDL-SRVC-GEN2971,PCG-QB-PS-PM-GEN2971,,,,Project Management,,QB-BDL-SRVC-GEN2971,2
PCG-QB-PS-SA-GEN2971;QB-BDL-SRVC-GEN2971,PCG-QB-PS-SA-GEN2971,,,,Solution Architecture,,QB-BDL-SRVC-GEN2971,3
PCG-QBSTARTER-MAINT-GEN2972;QB-BDL-STND-GEN2972,PCG-QBSTARTER-MAINT-GEN2972,,1,1,Maintenance,,QB-BDL-STND-GEN2972,20
PCG-QBSTARTER-TRAINING-GEN2972;QB-BDL-STND-GEN2972,PCG-QBSTARTER-TRAINING-GEN2972,,1,1,Training,,QB-BDL-STND-GEN2972,10
PCG-QB-MAINT-GEN2998;QB-COMPLETE-GEN2998,PCG-QB-MAINT-GEN2998,,,,Maintenance & Support,,QB-COMPLETE-GEN2998,40
PCG-QB-SERVICES-GEN2998;QB-COMPLETE-GEN2998,PCG-QB-SERVICES-GEN2998,,,,Services,,QB-COMPLETE-GEN2998,30
PCG-QB-SOFTWARE-GEN2998;QB-COMPLETE-GEN2998,PCG-QB-SOFTWARE-GEN2998,,,,Software,,QB-COMPLETE-GEN2998,10
PCG-QB-TRAINING-GEN2998;QB-COMPLETE-GEN2998,PCG-QB-TRAINING-GEN2998,,,,Training,,QB-COMPLETE-GEN2998,20
QB-PCG-USAGE-GEN2998;QB-COMPLETE-GEN2998,QB-PCG-USAGE-GEN2998,,,,Consumption,,QB-COMPLETE-GEN2998,15
Computing-GEN3077;QB-QRack-750-GEN3077,Computing-GEN3077,,,,Computing,,QB-QRack-750-GEN3077,1
Cooling-GEN3077;QB-QRack-750-GEN3077,Cooling-GEN3077,,2,1,Cooling,Computing-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,2
GPUs-GEN3077;QB-QRack-750-GEN3077,GPUs-GEN3077,,,,GPUs,PCIe-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,1
Hard Drives-GEN3077;QB-QRack-750-GEN3077,Hard Drives-GEN3077,,,,Hard Drives,Storage-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,1
I/O-GEN3077;QB-QRack-750-GEN3077,I/O-GEN3077,,,,I/O,PCIe-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,2
Memory-GEN3077;QB-QRack-750-GEN3077,Memory-GEN3077,,,,Memory,,QB-QRack-750-GEN3077,2
Networking-GEN3077;QB-QRack-750-GEN3077,Networking-GEN3077,,,,Networking,PCIe-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,3
PCIe-GEN3077;QB-QRack-750-GEN3077,PCIe-GEN3077,,,,PCIe,,QB-QRack-750-GEN3077,4
Power Supply-GEN3077;QB-QRack-750-GEN3077,Power Supply-GEN3077,,,,Power Supply,,QB-QRack-750-GEN3077,5
Processor-GEN3077;QB-QRack-750-GEN3077,Processor-GEN3077,,2,1,Processor,Computing-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,1
Solid State Drives-GEN3077;QB-QRack-750-GEN3077,Solid State Drives-GEN3077,,4,0,Solid State Drives,Storage-GEN3077;QB-QRack-750-GEN3077,QB-QRack-750-GEN3077,2
Storage-GEN3077;QB-QRack-750-GEN3077,Storage-GEN3077,,,,Storage,,QB-QRack-750-GEN3077,3
PCG-QB-SRV-CPU-GEN3133;QB-BDL-R750-GEN3133,PCG-QB-SRV-CPU-GEN3133,,1,1,Processor,,QB-BDL-R750-GEN3133,1
PCG-QB-SRV-HDD-GEN3133;QB-BDL-R750-GEN3133,PCG-QB-SRV-HDD-GEN3133,,1,1,Hard Drive,,QB-BDL-R750-GEN3133,3
PCG-QB-SRV-NIC-GEN3133;QB-BDL-R750-GEN3133,PCG-QB-SRV-NIC-GEN3133,,1,1,Network Adapter,,QB-BDL-R750-GEN3133,4
PCG-QB-SRV-RAM-GEN3133;QB-BDL-R750-GEN3133,PCG-QB-SRV-RAM-GEN3133,,1,1,Memory Capacity,,QB-BDL-R750-GEN3133,2
PCG-QB-PS-ENGRESOURCES-GEN3135;QB-BDL-SRVC-GEN3135,PCG-QB-PS-ENGRESOURCES-GEN3135,,,,Engineering Resources,,QB-BDL-SRVC-GEN3135,1
PCG-QB-PS-PM-GEN3135;QB-BDL-SRVC-GEN3135,PCG-QB-PS-PM-GEN3135,,,,Project Management,,QB-BDL-SRVC-GEN3135,2
PCG-QB-PS-SA-GEN3135;QB-BDL-SRVC-GEN3135,PCG-QB-PS-SA-GEN3135,,,,Solution Architecture,,QB-BDL-SRVC-GEN3135,3
PCG-QBSTARTER-MAINT-GEN3136;QB-BDL-STND-GEN3136,PCG-QBSTARTER-MAINT-GEN3136,,1,1,Maintenance,,QB-BDL-STND-GEN3136,20
PCG-QBSTARTER-TRAINING-GEN3136;QB-BDL-STND-GEN3136,PCG-QBSTARTER-TRAINING-GEN3136,,1,1,Training,,QB-BDL-STND-GEN3136,10
PCG-QB-MAINT-GEN3162;QB-COMPLETE-GEN3162,PCG-QB-MAINT-GEN3162,,,,Maintenance & Support,,QB-COMPLETE-GEN3162,40
PCG-QB-SERVICES-GEN3162;QB-COMPLETE-GEN3162,PCG-QB-SERVICES-GEN3162,,,,Services,,QB-COMPLETE-GEN3162,30
PCG-QB-SOFTWARE-GEN3162;QB-COMPLETE-GEN3162,PCG-QB-SOFTWARE-GEN3162,,,,Software,,QB-COMPLETE-GEN3162,10
PCG-QB-TRAINING-GEN3162;QB-COMPLETE-GEN3162,PCG-QB-TRAINING-GEN3162,,,,Training,,QB-COMPLETE-GEN3162,20
QB-PCG-USAGE-GEN3162;QB-COMPLETE-GEN3162,QB-PCG-USAGE-GEN3162,,,,Consumption,,QB-COMPLETE-GEN3162,15
Computing-GEN3241;QB-QRack-750-GEN3241,Computing-GEN3241,,,,Computing,,QB-QRack-750-GEN3241,1
Cooling-GEN3241;QB-QRack-750-GEN3241,Cooling-GEN3241,,2,1,Cooling,Computing-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,2
