$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Stationary Generator | 350KW | Iveco Diesel | 12.9L;Standard Price Book;SD350;One Time,true,false,Stationary Generator | 350KW | Iveco Diesel | 12.9L,Standard Price Book;true,SD350,One Time;OneTime,65000
Stationary Generator | 400KW | Perkins Diesel | 12.5L;Standard Price Book;SD400;One Time,true,false,Stationary Generator | 400KW | Perkins Diesel | 12.5L,Standard Price Book;true,SD400,One Time;OneTime,65000
Stationary Generator | 500-750KW | Diesel & Natural Gas | 18.1L;Standard Price Book;SD500-750;One Time,true,false,Stationary Generator | 500-750KW | Diesel & Natural Gas | 18.1L,Standard Price Book;true,SD500-750,One Time;OneTime,100000
Stationary Generator | 500KW | Diesel & Natural Gas | 15.2L;Standard Price Book;SD500;One Time,true,false,Stationary Generator | 500KW | Diesel & Natural Gas | 15.2L,Standard Price Book;true,SD500,One Time;OneTime,90000
Stationary Generator | 500KW | Gaseous | 25.8L;Standard Price Book;SG500;One Time,true,false,Stationary Generator | 500KW | Gaseous | 25.8L,Standard Price Book;true,SG500,One Time;OneTime,70000
Stationary Generator | 60-80KW | Diesel | 4.5L;Standard Price Book;SD60-80;One Time,true,false,Stationary Generator | 60-80KW | Diesel | 4.5L,Standard Price Book;true,SD60-80,One Time;OneTime,50000
Stationary Generator | 625-750KW | Gaseous | 33.9.2L;Standard Price Book;SG625-750;One Time,true,false,Stationary Generator | 625-750KW | Gaseous | 33.9.2L,Standard Price Book;true,SG625-750,One Time;OneTime,120000
Stationary Generator | 750-800KW | Diesel | 33.9.2L;Standard Price Book;SD750-800;One Time,true,false,Stationary Generator | 750-800KW | Diesel | 33.9.2L,Standard Price Book;true,SD750-800,One Time;OneTime,80000
Stationary Generator | 80-150KW | Gaseous | 9.0L;Standard Price Book;SG80-150;One Time,true,false,Stationary Generator | 80-150KW | Gaseous | 9.0L,Standard Price Book;true,SG80-150,One Time;OneTime,55000
Stationary Generator | 900-1000KW | Diesel | 30.6L;Standard Price Book;SD900-1000;One Time,true,false,Stationary Generator | 900-1000KW | Diesel | 30.6L,Standard Price Book;true,SD900-1000,One Time;OneTime,98000
Stator Coil;Standard Price Book,true,false,Stator Coil,Standard Price Book;true,,,0
STD Enclosure - Aluminum - 70dB;Standard Price Book;One Time,true,false,STD Enclosure - Aluminum - 70dB,Standard Price Book;true,,One Time;OneTime,7385
STD Enclosure - Steel - 70dB;Standard Price Book;One Time,true,false,STD Enclosure - Steel - 70dB,Standard Price Book;true,,One Time;OneTime,8205
Support;Standard Price Book;Term Based - Monthly,true,false,Support,Standard Price Book;true,,Term Based - Monthly;TermDefined,9.99
Tank Risers;Standard Price Book;One Time,true,false,Tank Risers,Standard Price Book;true,,One Time;OneTime,1000
"Temp Sens-Stator, 2 RTD/Ph;Standard Price Book;One Time",true,false,"Temp Sens-Stator, 2 RTD/Ph",Standard Price Book;true,,One Time;OneTime,800
"Terminal Box-Low Voltage,Left;Standard Price Book;One Time",true,false,"Terminal Box-Low Voltage,Left",Standard Price Book;true,,One Time;OneTime,1650
"Terminal Box-Low Voltage,Right;Standard Price Book;One Time",true,false,"Terminal Box-Low Voltage,Right",Standard Price Book;true,,One Time;OneTime,620
"Terminal Housing-Bottom Entrance,Medium/High Volts;Standard Price Book;One Time",true,false,"Terminal Housing-Bottom Entrance,Medium/High Volts",Standard Price Book;true,,One Time;OneTime,1570
"Terminal Housing-Top Entrance,Medium/High Volts;Standard Price Book;One Time",true,false,"Terminal Housing-Top Entrance,Medium/High Volts",Standard Price Book;true,,One Time;OneTime,1870
"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn;Standard Price Book;One Time",true,false,"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn",Standard Price Book;true,,One Time;OneTime,1940
"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn;Standard Price Book;One Time",true,false,"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn",Standard Price Book;true,,One Time;OneTime,710
Test - Standard Factory;Standard Price Book;One Time,true,false,Test - Standard Factory,Standard Price Book;true,,One Time;OneTime,2090
Test - Witness;Standard Price Book;One Time,true,false,Test - Witness,Standard Price Book;true,,One Time;OneTime,710
Test Record-Amb Temp/Pres;Standard Price Book;One Time,true,false,Test Record-Amb Temp/Pres,Standard Price Book;true,,One Time;OneTime,2280
Test Record-Certified;Standard Price Book;One Time,true,false,Test Record-Certified,Standard Price Book;true,,One Time;OneTime,660
Test Record-Exhaust Temp;Standard Price Book;One Time,true,false,Test Record-Exhaust Temp,Standard Price Book;true,,One Time;OneTime,1990
Test Record-Safety Shutdowns;Standard Price Book;One Time,true,false,Test Record-Safety Shutdowns,Standard Price Book;true,,One Time;OneTime,1530
Test Record-Strip Chart;Standard Price Book;One Time,true,false,Test Record-Strip Chart,Standard Price Book;true,,One Time;OneTime,770
"Test-Extended, Prime Load, 1Hr;Standard Price Book;One Time",true,false,"Test-Extended, Prime Load, 1Hr",Standard Price Book;true,,One Time;OneTime,2480
"Test-Extended, Prime Load, 8Hr;Standard Price Book;One Time",true,false,"Test-Extended, Prime Load, 8Hr",Standard Price Book;true,,One Time;OneTime,2420
"Test-Extended, Standby Load, 1;Standard Price Book;One Time",true,false,"Test-Extended, Standby Load, 1",Standard Price Book;true,,One Time;OneTime,1650
"Test-Extended, Standby Load, 2;Standard Price Book;One Time",true,false,"Test-Extended, Standby Load, 2",Standard Price Book;true,,One Time;OneTime,1190
"Test-Extended, Standby Load, 4;Standard Price Book;One Time",true,false,"Test-Extended, Standby Load, 4",Standard Price Book;true,,One Time;OneTime,2470
"Test-Extnd, Prime Ld,2Hr;Standard Price Book;One Time",true,false,"Test-Extnd, Prime Ld,2Hr",Standard Price Book;true,,One Time;OneTime,1400
"Test-Extnd, Prime Ld,4Hr;Standard Price Book;One Time",true,false,"Test-Extnd, Prime Ld,4Hr",Standard Price Book;true,,One Time;OneTime,930
"Test-Extnd,Stndby Ld,8Hr;Standard Price Book;One Time",true,false,"Test-Extnd,Stndby Ld,8Hr",Standard Price Book;true,,One Time;OneTime,1980
Test-Independent Laboratory;Standard Price Book;One Time,true,false,Test-Independent Laboratory,Standard Price Book;true,,One Time;OneTime,370
"Test-Varied Ld,6Hr,3 Step;Standard Price Book;One Time",true,false,"Test-Varied Ld,6Hr,3 Step",Standard Price Book;true,,One Time;OneTime,1310
"Test-Varied Load, 4Hr, 2Step;Standard Price Book;One Time",true,false,"Test-Varied Load, 4Hr, 2Step",Standard Price Book;true,,One Time;OneTime,2390
"Test-Varied Load,1 Hour,2 Step;Standard Price Book;One Time",true,false,"Test-Varied Load,1 Hour,2 Step",Standard Price Book;true,,One Time;OneTime,290
"Test-Varied Load,2Hr,2 Step;Standard Price Book;One Time",true,false,"Test-Varied Load,2Hr,2 Step",Standard Price Book;true,,One Time;OneTime,2300
"Top Entry, Left;Standard Price Book;One Time",true,false,"Top Entry, Left",Standard Price Book;true,,One Time;OneTime,170
"Top Entry, Right;Standard Price Book;One Time",true,false,"Top Entry, Right",Standard Price Book;true,,One Time;OneTime,500
Trip Mechanism;Standard Price Book;One Time,true,false,Trip Mechanism,Standard Price Book;true,,One Time;OneTime,0
Unity Power Factor;Standard Price Book;One Time,true,false,Unity Power Factor,Standard Price Book;true,,One Time;OneTime,0
Warning-Low Coolant Level;Standard Price Book;One Time,true,false,Warning-Low Coolant Level,Standard Price Book;true,,One Time;OneTime,1920
Warranty;Standard Price Book;Term Based - Yearly,true,false,Warranty,Standard Price Book;true,,Term Based - Yearly;TermDefined,49.99
Weather Protected Enclosure;Standard Price Book;One Time,true,false,Weather Protected Enclosure,Standard Price Book;true,,One Time;OneTime,2399
White;Standard Price Book;One Time,true,false,White,Standard Price Book;true,,One Time;OneTime,0
Wiring & Cables;Standard Price Book;One Time,true,false,Wiring & Cables,Standard Price Book;true,,One Time;OneTime,450
