$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.$$Code$ParentProduct.StockKeepingUnit,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,Sequence,UnitOfMeasure.UnitCode
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,4,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,2,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,7,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,6,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,5,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,8,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,7,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,6,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,5,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,4,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,4,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,3,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,3,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,2,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,2,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,2,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
SD100-175;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,1,
Radiator Stone Guard;SD100-175;Bundle to Bundle Component Relationship,Radiator Stone Guard,,BundleComponent,,false,false,false,true,,,SD100-175,Bundle,,SD100-175,Bundle to Bundle Component Relationship,1,,,
SD100-175;Bundle to Bundle Component Relationship,SD100-175,,BundleComponent,,false,false,true,true,,,,Bundle,,,Bundle to Bundle Component Relationship,1,,,
SD100-175;MPS Solution Bundle;Bundle to Bundle Component Relationship,SD100-175,,BundleComponent,,false,false,false,true,,1,MPS Solution Bundle,Bundle,,MPS Solution Bundle,Bundle to Bundle Component Relationship,1,Proportional,,
SFT001;SFT001;Bundle to Product Classification Component Relationship,,SFT001,ClassificationComponent,,false,false,false,true,,,,Bundle,,SFT001,Bundle to Product Classification Component Relationship,1,,,
