$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Professional Services Scope of Work GEN2932;Standard Price Book;QB-SRV-SOW-GEN2932;One-Time;USD,USD,true,false,Professional Services Scope of Work GEN2932,Standard Price Book;true,QB-SRV-SOW-GEN2932,One-Time;OneTime,25000
Q-Drive NVX 16TB GEN2933;Standard Price Book;QB-SSD 16TB-GEN2933;One-Time;USD,USD,true,false,Q-Drive NVX 16TB GEN2933,Standard Price Book;true,QB-SSD 16TB-GEN2933,One-Time;OneTime,1200
Q-Drive NVX 2TB GEN2934;Standard Price Book;QB-SSD 2TB-GEN2934;One-Time;USD,USD,true,false,Q-Drive NVX 2TB GEN2934,Standard Price Book;true,QB-SSD 2TB-GEN2934,One-Time;OneTime,150
Q-Drive NVX Ultra 30TB GEN2935;Standard Price Book;QB-SSD 30TB-GEN2935;One-Time;USD,USD,true,false,Q-Drive NVX Ultra 30TB GEN2935,Standard Price Book;true,QB-SSD 30TB-GEN2935,One-Time;OneTime,2500
Q-Drive NVX 4TB GEN2936;Standard Price Book;QB-SSD 4TB-GEN2936;One-Time;USD,USD,true,false,Q-Drive NVX 4TB GEN2936,Standard Price Book;true,QB-SSD 4TB-GEN2936,One-Time;OneTime,225
Q-Drive NVX 8TB GEN2937;Standard Price Book;QB-SSD 8TB-GEN2937;One-Time;USD,USD,true,false,Q-Drive NVX 8TB GEN2937,Standard Price Book;true,QB-SSD 8TB-GEN2937,One-Time;OneTime,580
Silver Hardware Maintenance GEN2939;Standard Price Book;QB-SUPP-1000-GEN2939;Term Annual;USD,USD,true,false,Silver Hardware Maintenance GEN2939,Standard Price Book;true,QB-SUPP-1000-GEN2939,Term Annual;TermDefined,25000
Gold Hardware Maintenance GEN2940;Standard Price Book;QB-SUPP-1005-GEN2940;Term Annual;USD,USD,true,false,Gold Hardware Maintenance GEN2940,Standard Price Book;true,QB-SUPP-1005-GEN2940,Term Annual;TermDefined,30000
Software Maintenance GEN2941;Standard Price Book;QB-SUPP-2000-GEN2941;Term Annual;USD,USD,true,true,Software Maintenance GEN2941,Standard Price Book;true,QB-SUPP-2000-GEN2941,Term Annual;TermDefined,0
QuantumBit Tokens Pack GEN2943;Standard Price Book;QB-TOKENS-PACK-GEN2943;One-Time;USD,USD,true,false,QuantumBit Tokens Pack GEN2943,Standard Price Book;true,QB-TOKENS-PACK-GEN2943,One-Time;OneTime,100
QuantumBit Essentials Training GEN2944;Standard Price Book;QB-TRN-ESSNTLS-GEN2944;One-Time;USD,USD,true,false,QuantumBit Essentials Training GEN2944,Standard Price Book;true,QB-TRN-ESSNTLS-GEN2944,One-Time;OneTime,8500
QuantumBit Fundamentals Training GEN2945;Standard Price Book;QB-TRN-FUND-GEN2945;One-Time;USD,USD,true,false,QuantumBit Fundamentals Training GEN2945,Standard Price Book;true,QB-TRN-FUND-GEN2945,One-Time;OneTime,6500
QB-Accel VegaX200 GEN2946;Standard Price Book;QB-VegaX200-GEN2946;One-Time;USD,USD,true,false,QB-Accel VegaX200 GEN2946,Standard Price Book;true,QB-VegaX200-GEN2946,One-Time;OneTime,15000
QuantumBit Subscription GEN2951;Standard Price Book;TEST-SUB-GEN2951;Evergreen Annual;USD,USD,true,false,QuantumBit Subscription GEN2951,Standard Price Book;true,TEST-SUB-GEN2951,Evergreen Annual;Evergreen,420
QuantumBit Subscription GEN2951;Standard Price Book;TEST-SUB-GEN2951;Evergreen Monthly;USD,USD,true,false,QuantumBit Subscription GEN2951,Standard Price Book;true,TEST-SUB-GEN2951,Evergreen Monthly;Evergreen,35
QuantumBit Subscription GEN2951;Standard Price Book;TEST-SUB-GEN2951;Term Annual;USD,USD,true,false,QuantumBit Subscription GEN2951,Standard Price Book;true,TEST-SUB-GEN2951,Term Annual;TermDefined,360
QuantumBit Subscription GEN2951;Standard Price Book;TEST-SUB-GEN2951;Term Monthly;USD,USD,true,false,QuantumBit Subscription GEN2951,Standard Price Book;true,TEST-SUB-GEN2951,Term Monthly;TermDefined,30
Additional API GEN2958;Standard Price Book;QB-API-GEN2958;Evergreen Monthly;USD,USD,true,false,Additional API GEN2958,Standard Price Book;true,QB-API-GEN2958,Evergreen Monthly;Evergreen,2000
Additional API GEN2958;Standard Price Book;QB-API-GEN2958;Term Annual;USD,USD,true,false,Additional API GEN2958,Standard Price Book;true,QB-API-GEN2958,Term Annual;TermDefined,15000
Additional API GEN2958;Standard Price Book;QB-API-GEN2958;Term Monthly;USD,USD,true,false,Additional API GEN2958,Standard Price Book;true,QB-API-GEN2958,Term Monthly;TermDefined,1500
Additional API Flex (100M) GEN2960;Standard Price Book;QB-API-FLEX-GEN2960;Term Annual;USD,USD,true,false,Additional API Flex (100M) GEN2960,Standard Price Book;true,QB-API-FLEX-GEN2960,Term Annual;TermDefined,450
Additional API Gov GEN2961;Standard Price Book;QB-API-GOVT-GEN2961;Term Annual;USD,USD,true,false,Additional API Gov GEN2961,Standard Price Book;true,QB-API-GOVT-GEN2961,Term Annual;TermDefined,1450
QB API Management Solution GEN2962;Standard Price Book;QB-API-MGMT-GEN2962;Evergreen Monthly;USD,USD,true,false,QB API Management Solution GEN2962,Standard Price Book;true,QB-API-MGMT-GEN2962,Evergreen Monthly;Evergreen,1000
QB API Management Solution GEN2962;Standard Price Book;QB-API-MGMT-GEN2962;Term Annual;USD,USD,true,false,QB API Management Solution GEN2962,Standard Price Book;true,QB-API-MGMT-GEN2962,Term Annual;TermDefined,12000
QB API Management Solution GEN2962;Standard Price Book;QB-API-MGMT-GEN2962;Term Monthly;USD,USD,true,false,QB API Management Solution GEN2962,Standard Price Book;true,QB-API-MGMT-GEN2962,Term Monthly;TermDefined,1000
Additional API Pre-Prod GEN2963;Standard Price Book;QB-API-PREP-GEN2963;Term Annual;USD,USD,true,false,Additional API Pre-Prod GEN2963,Standard Price Book;true,QB-API-PREP-GEN2963,Term Annual;TermDefined,3240
Additional API Prod GEN2964;Standard Price Book;QB-API-PROD-GEN2964;Term Annual;USD,USD,true,false,Additional API Prod GEN2964,Standard Price Book;true,QB-API-PROD-GEN2964,Term Annual;TermDefined,3240
API Access Requests (AEH) GEN2965;Standard Price Book;QB-API-REQT-GEN2965;Evergreen Monthly;USD,USD,true,false,API Access Requests (AEH) GEN2965,Standard Price Book;true,QB-API-REQT-GEN2965,Evergreen Monthly;Evergreen,5
API Access Requests (AEH) GEN2965;Standard Price Book;QB-API-REQT-GEN2965;Term Annual;USD,USD,true,false,API Access Requests (AEH) GEN2965,Standard Price Book;true,QB-API-REQT-GEN2965,Term Annual;TermDefined,45
API Access Requests (AEH) GEN2965;Standard Price Book;QB-API-REQT-GEN2965;Term Monthly;USD,USD,true,false,API Access Requests (AEH) GEN2965,Standard Price Book;true,QB-API-REQT-GEN2965,Term Monthly;TermDefined,5
Additional Automation QB Credits GEN2966;Standard Price Book;QB-AUT-CRED-GEN2966;Evergreen Monthly;USD,USD,true,false,Additional Automation QB Credits GEN2966,Standard Price Book;true,QB-AUT-CRED-GEN2966,Evergreen Monthly;Evergreen,2.5
Additional Automation QB Credits GEN2966;Standard Price Book;QB-AUT-CRED-GEN2966;Term Annual;USD,USD,true,false,Additional Automation QB Credits GEN2966,Standard Price Book;true,QB-AUT-CRED-GEN2966,Term Annual;TermDefined,25
Additional Automation QB Credits GEN2966;Standard Price Book;QB-AUT-CRED-GEN2966;Term Monthly;USD,USD,true,false,Additional Automation QB Credits GEN2966,Standard Price Book;true,QB-AUT-CRED-GEN2966,Term Monthly;TermDefined,2
PowerSwerve R750 Rack Server GEN2969;Standard Price Book;QB-BDL-R750-GEN2969;One-Time;USD,USD,true,false,PowerSwerve R750 Rack Server GEN2969,Standard Price Book;true,QB-BDL-R750-GEN2969,One-Time;OneTime,3899
QuantumBit Services Project GEN2971;Standard Price Book;QB-BDL-SRVC-GEN2971;One-Time;USD,USD,true,false,QuantumBit Services Project GEN2971,Standard Price Book;true,QB-BDL-SRVC-GEN2971,One-Time;OneTime,0
QuantumBit Starter GEN2972;Standard Price Book;QB-BDL-STND-GEN2972;One-Time;USD,USD,true,false,QuantumBit Starter GEN2972,Standard Price Book;true,QB-BDL-STND-GEN2972,One-Time;OneTime,0
Intel X710 Dual Port 10Gb SFP GEN2973;Standard Price Book;QB-BET X710SFP-GEN2973;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb SFP GEN2973,Standard Price Book;true,QB-BET X710SFP-GEN2973,One-Time;OneTime,1599
QB-CacheBoost 150 GEN2984;Standard Price Book;QB-CBOOST-150-GEN2984;One-Time;USD,USD,true,false,QB-CacheBoost 150 GEN2984,Standard Price Book;true,QB-CBOOST-150-GEN2984,One-Time;OneTime,389
Configured Power Cable GEN2986;Standard Price Book;QB-CMPC-5882-GEN2986;One-Time;USD,USD,true,false,Configured Power Cable GEN2986,Standard Price Book;true,QB-CMPC-5882-GEN2986,One-Time;OneTime,249
C13 to C14 Power Cable 3' GEN2989;Standard Price Book;QB-CMPC-5887-GEN2989;One-Time;USD,USD,true,false,C13 to C14 Power Cable 3' GEN2989,Standard Price Book;true,QB-CMPC-5887-GEN2989,One-Time;OneTime,250
QuantumBit Database (Token Commit - Each) GEN2995;Standard Price Book;QB-CMT-TKN-EACH-GEN2995;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Each) GEN2995,Standard Price Book;true,QB-CMT-TKN-EACH-GEN2995,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Flat) GEN2996;Standard Price Book;QB-CMT-TKN-FLAT-GEN2996;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Flat) GEN2996,Standard Price Book;true,QB-CMT-TKN-FLAT-GEN2996,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Tier) GEN2997;Standard Price Book;QB-CMT-TKN-TIER-GEN2997;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Tier) GEN2997,Standard Price Book;true,QB-CMT-TKN-TIER-GEN2997,Term Annual;TermDefined,1000
QuantumBit Complete Solution GEN2998;Standard Price Book;QB-COMPLETE-GEN2998;Evergreen Monthly;USD,USD,true,false,QuantumBit Complete Solution GEN2998,Standard Price Book;true,QB-COMPLETE-GEN2998,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution GEN2998;Standard Price Book;QB-COMPLETE-GEN2998;One-Time;USD,USD,true,false,QuantumBit Complete Solution GEN2998,Standard Price Book;true,QB-COMPLETE-GEN2998,One-Time;OneTime,0
QuantumBit Complete Solution GEN2998;Standard Price Book;QB-COMPLETE-GEN2998;Term Annual;USD,USD,true,false,QuantumBit Complete Solution GEN2998,Standard Price Book;true,QB-COMPLETE-GEN2998,Term Annual;TermDefined,0
QuantumBit Complete Solution GEN2998;Standard Price Book;QB-COMPLETE-GEN2998;Term Monthly;USD,USD,true,false,QuantumBit Complete Solution GEN2998,Standard Price Book;true,QB-COMPLETE-GEN2998,Term Monthly;TermDefined,0
QB CPU Heat Sink GEN3000;Standard Price Book;QB-CPU-HEATSINK-GEN3000;One-Time;USD,USD,true,false,QB CPU Heat Sink GEN3000,Standard Price Book;true,QB-CPU-HEATSINK-GEN3000,One-Time;OneTime,35
QuantumBit Collaboration Suite GEN3001;Standard Price Book;QB-CS-GEN3001;Term Annual;USD,USD,true,false,QuantumBit Collaboration Suite GEN3001,Standard Price Book;true,QB-CS-GEN3001,Term Annual;TermDefined,0
QuantumBit Collaboration Suite GEN3001;Standard Price Book;QB-CS-GEN3001;Term Monthly;USD,USD,true,false,QuantumBit Collaboration Suite GEN3001,Standard Price Book;true,QB-CS-GEN3001,Term Monthly;TermDefined,0
Additional QB DataGraph (500M) GEN3002;Standard Price Book;QB-DAT-GRPH-GEN3002;Term Annual;USD,USD,true,false,Additional QB DataGraph (500M) GEN3002,Standard Price Book;true,QB-DAT-GRPH-GEN3002,Term Annual;TermDefined,25000
Additional Data Throughput GEN3003;Standard Price Book;QB-DAT-THPT-GEN3003;Evergreen Monthly;USD,USD,true,false,Additional Data Throughput GEN3003,Standard Price Book;true,QB-DAT-THPT-GEN3003,Evergreen Monthly;Evergreen,0
Additional Data Throughput GEN3003;Standard Price Book;QB-DAT-THPT-GEN3003;Term Annual;USD,USD,true,false,Additional Data Throughput GEN3003,Standard Price Book;true,QB-DAT-THPT-GEN3003,Term Annual;TermDefined,0
Additional Data Throughput GEN3003;Standard Price Book;QB-DAT-THPT-GEN3003;Term Monthly;USD,USD,true,false,Additional Data Throughput GEN3003,Standard Price Book;true,QB-DAT-THPT-GEN3003,Term Monthly;TermDefined,0
QuantumBit Database GEN3006;Standard Price Book;QB-DB-GEN3006;Term Annual;USD,USD,true,false,QuantumBit Database GEN3006,Standard Price Book;true,QB-DB-GEN3006,Term Annual;TermDefined,12000
QuantumBit Database (Token Based) GEN3011;Standard Price Book;QB-DB-TOKEN-GEN3011;Term Annual;USD,USD,true,false,QuantumBit Database (Token Based) GEN3011,Standard Price Book;true,QB-DB-TOKEN-GEN3011,Term Annual;TermDefined,12000
Additional Flows - QB Starter GEN3024;Standard Price Book;QB-FLO-STRT-GEN3024;Evergreen Monthly;USD,USD,true,false,Additional Flows - QB Starter GEN3024,Standard Price Book;true,QB-FLO-STRT-GEN3024,Evergreen Monthly;Evergreen,2000
Additional Flows - QB Starter GEN3024;Standard Price Book;QB-FLO-STRT-GEN3024;Term Annual;USD,USD,true,false,Additional Flows - QB Starter GEN3024,Standard Price Book;true,QB-FLO-STRT-GEN3024,Term Annual;TermDefined,24000
Additional Flows - QB Starter GEN3024;Standard Price Book;QB-FLO-STRT-GEN3024;Term Monthly;USD,USD,true,false,Additional Flows - QB Starter GEN3024,Standard Price Book;true,QB-FLO-STRT-GEN3024,Term Monthly;TermDefined,1500
1TB 10k RPM (2.5in) GEN3026;Standard Price Book;QB-HD 1.2TB-GEN3026;One-Time;USD,USD,true,false,1TB 10k RPM (2.5in) GEN3026,Standard Price Book;true,QB-HD 1.2TB-GEN3026,One-Time;OneTime,250
1TB 7.2k RPM NLSAS (3.5in) GEN3027;Standard Price Book;QB-HD 1TB-GEN3027;One-Time;USD,USD,true,false,1TB 7.2k RPM NLSAS (3.5in) GEN3027,Standard Price Book;true,QB-HD 1TB-GEN3027,One-Time;OneTime,499
20TB 7.2k RPM NLSAS (3.5in) GEN3028;Standard Price Book;QB-HD 20TB-GEN3028;One-Time;USD,USD,true,false,20TB 7.2k RPM NLSAS (3.5in) GEN3028,Standard Price Book;true,QB-HD 20TB-GEN3028,One-Time;OneTime,1848
3TB 10k RPM (2.5in) GEN3029;Standard Price Book;QB-HD 3TB-GEN3029;One-Time;USD,USD,true,false,3TB 10k RPM (2.5in) GEN3029,Standard Price Book;true,QB-HD 3TB-GEN3029,One-Time;OneTime,450
4TB 7.2k RPM NLSAS (3.5in) GEN3030;Standard Price Book;QB-HD 4TB-GEN3030;One-Time;USD,USD,true,false,4TB 7.2k RPM NLSAS (3.5in) GEN3030,Standard Price Book;true,QB-HD 4TB-GEN3030,One-Time;OneTime,799
8TB 7.2k RPM NLSAS (3.5in) GEN3031;Standard Price Book;QB-HD 8TB-GEN3031;One-Time;USD,USD,true,false,8TB 7.2k RPM NLSAS (3.5in) GEN3031,Standard Price Book;true,QB-HD 8TB-GEN3031,One-Time;OneTime,999
8TB 7.2k RPM Self-Encrypting NLSAS (3.5in) GEN3032;Standard Price Book;QB-HD 8TBSE-GEN3032;One-Time;USD,USD,true,false,8TB 7.2k RPM Self-Encrypting NLSAS (3.5in) GEN3032,Standard Price Book;true,QB-HD 8TBSE-GEN3032,One-Time;OneTime,1199
Intel Xeon E5-2609 v4 1.7GHz GEN3034;Standard Price Book;QB-INTEL E5-2609-GEN3034;One-Time;USD,USD,true,false,Intel Xeon E5-2609 v4 1.7GHz GEN3034,Standard Price Book;true,QB-INTEL E5-2609-GEN3034,One-Time;OneTime,1499
Intel Xeon E5-2660 v4 2.0GHz GEN3035;Standard Price Book;QB-INTEL E5-2660-GEN3035;One-Time;USD,USD,true,false,Intel Xeon E5-2660 v4 2.0GHz GEN3035,Standard Price Book;true,QB-INTEL E5-2660-GEN3035,One-Time;OneTime,1699
Intel Xeon E5-2667 v4 3.2GHz GEN3036;Standard Price Book;QB-INTEL E5-2667-GEN3036;One-Time;USD,USD,true,false,Intel Xeon E5-2667 v4 3.2GHz GEN3036,Standard Price Book;true,QB-INTEL E5-2667-GEN3036,One-Time;OneTime,2499
Intel Xeon E5-2683 v4 2.1GHz GEN3037;Standard Price Book;QB-INTEL E5-2683-GEN3037;One-Time;USD,USD,true,false,Intel Xeon E5-2683 v4 2.1GHz GEN3037,Standard Price Book;true,QB-INTEL E5-2683-GEN3037,One-Time;OneTime,1399
"Intel Xeon Gold 5318N 2.1GHz, 24C/48T GEN3038;Standard Price Book;QB-INTEL-GOLD-5318N-GEN3038;One-Time;USD",USD,true,false,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T GEN3038",Standard Price Book;true,QB-INTEL-GOLD-5318N-GEN3038,One-Time;OneTime,1999
"Intel Xeon Gold 6330N 2.2GHz, 28C/56T GEN3039;Standard Price Book;QB-INTEL-GOLD-6330N-GEN3039;One-Time;USD",USD,true,false,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T GEN3039",Standard Price Book;true,QB-INTEL-GOLD-6330N-GEN3039,One-Time;OneTime,2149
"Intel Xeon Gold 6354 3GHz, 18C/36T GEN3040;Standard Price Book;QB-INTEL-GOLD-6354-GEN3040;One-Time;USD",USD,true,false,"Intel Xeon Gold 6354 3GHz, 18C/36T GEN3040",Standard Price Book;true,QB-INTEL-GOLD-6354-GEN3040,One-Time;OneTime,3300
"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T GEN3041;Standard Price Book;QB-INTEL-PLAT-8352M-GEN3041;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T GEN3041",Standard Price Book;true,QB-INTEL-PLAT-8352M-GEN3041,One-Time;OneTime,2000
"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T GEN3042;Standard Price Book;QB-INTEL-PLAT-8352Y-GEN3042;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T GEN3042",Standard Price Book;true,QB-INTEL-PLAT-8352Y-GEN3042,One-Time;OneTime,2500
"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T GEN3043;Standard Price Book;QB-INTEL-PLAT-8360Y-GEN3043;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T GEN3043",Standard Price Book;true,QB-INTEL-PLAT-8360Y-GEN3043,One-Time;OneTime,2800
"Intel Xeon Platinum 8368 2.4GHz, 38C/76T GEN3044;Standard Price Book;QB-INTEL-PLAT-8368-GEN3044;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T GEN3044",Standard Price Book;true,QB-INTEL-PLAT-8368-GEN3044,One-Time;OneTime,2950
Cloud License (Monthly) GEN3045;Standard Price Book;QB-LIC-CLOUD-GEN3045;Term Annual;USD,USD,true,false,Cloud License (Monthly) GEN3045,Standard Price Book;true,QB-LIC-CLOUD-GEN3045,Term Annual;TermDefined,550
QB Liquid Cooler GEN3046;Standard Price Book;QB-LIQUIDCOOL-GEN3046;One-Time;USD,USD,true,false,QB Liquid Cooler GEN3046,Standard Price Book;true,QB-LIQUIDCOOL-GEN3046,One-Time;OneTime,250
128GB LRDIMM GEN3047;Standard Price Book;QB-MEM 128GB-GEN3047;One-Time;USD,USD,true,false,128GB LRDIMM GEN3047,Standard Price Book;true,QB-MEM 128GB-GEN3047,One-Time;OneTime,1989
16GB RDIMM GEN3048;Standard Price Book;QB-MEM 16GB-GEN3048;One-Time;USD,USD,true,false,16GB RDIMM GEN3048,Standard Price Book;true,QB-MEM 16GB-GEN3048,One-Time;OneTime,599
32GB RDIMM GEN3049;Standard Price Book;QB-MEM 32GB-GEN3049;One-Time;USD,USD,true,false,32GB RDIMM GEN3049,Standard Price Book;true,QB-MEM 32GB-GEN3049,One-Time;OneTime,889
64GB RDIMM GEN3050;Standard Price Book;QB-MEM 64GB-GEN3050;One-Time;USD,USD,true,false,64GB RDIMM GEN3050,Standard Price Book;true,QB-MEM 64GB-GEN3050,One-Time;OneTime,999
8GB RDIMM GEN3051;Standard Price Book;QB-MEM 8GB-GEN3051;One-Time;USD,USD,true,false,8GB RDIMM GEN3051,Standard Price Book;true,QB-MEM 8GB-GEN3051,One-Time;OneTime,399
Additional Messages - QB Starter GEN3053;Standard Price Book;QB-MSG-STRT-GEN3053;Evergreen Monthly;USD,USD,true,false,Additional Messages - QB Starter GEN3053,Standard Price Book;true,QB-MSG-STRT-GEN3053,Evergreen Monthly;Evergreen,3500
Additional Messages - QB Starter GEN3053;Standard Price Book;QB-MSG-STRT-GEN3053;Term Annual;USD,USD,true,false,Additional Messages - QB Starter GEN3053,Standard Price Book;true,QB-MSG-STRT-GEN3053,Term Annual;TermDefined,30000
Additional Messages - QB Starter GEN3053;Standard Price Book;QB-MSG-STRT-GEN3053;Term Monthly;USD,USD,true,false,Additional Messages - QB Starter GEN3053,Standard Price Book;true,QB-MSG-STRT-GEN3053,Term Monthly;TermDefined,3000
QuantumBit Database (Monetary Commit) GEN3054;Standard Price Book;QB-MTY-CMT-GEN3054;Term Annual;USD,USD,true,false,QuantumBit Database (Monetary Commit) GEN3054,Standard Price Book;true,QB-MTY-CMT-GEN3054,Term Annual;TermDefined,8000
Intel X710 Dual Port 10Gb Direct Attach GEN3055;Standard Price Book;QB-NET X710-GEN3055;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb Direct Attach GEN3055,Standard Price Book;true,QB-NET X710-GEN3055,One-Time;OneTime,1599
QB-NetLink 100G Ultra GEN3056;Standard Price Book;QB-NET-100G-ULTRA-GEN3056;One-Time;USD,USD,true,false,QB-NetLink 100G Ultra GEN3056,Standard Price Book;true,QB-NET-100G-ULTRA-GEN3056,One-Time;OneTime,700
QB-NetLink 10G GEN3057;Standard Price Book;QB-NET-10G-GEN3057;One-Time;USD,USD,true,false,QB-NetLink 10G GEN3057,Standard Price Book;true,QB-NET-10G-GEN3057,One-Time;OneTime,220
QB-NetLink 25G GEN3058;Standard Price Book;QB-NET-25G-GEN3058;One-Time;USD,USD,true,false,QB-NetLink 25G GEN3058,Standard Price Book;true,QB-NET-25G-GEN3058,One-Time;OneTime,450
QB-NetSecure 10G GEN3059;Standard Price Book;QB-NETSECURE-10G-GEN3059;One-Time;USD,USD,true,false,QB-NetSecure 10G GEN3059,Standard Price Book;true,QB-NETSECURE-10G-GEN3059,One-Time;OneTime,500
QB-Accel NovaX150 GEN3061;Standard Price Book;QB-NovaX150-GEN3061;One-Time;USD,USD,true,false,QB-Accel NovaX150 GEN3061,Standard Price Book;true,QB-NovaX150-GEN3061,One-Time;OneTime,9800
QB-NVExpand 200 GEN3062;Standard Price Book;QB-NVExpand-200-GEN3062;One-Time;USD,USD,true,false,QB-NVExpand 200 GEN3062,Standard Price Book;true,QB-NVExpand-200-GEN3062,One-Time;OneTime,475
QB-PowerCore 1600S GEN3071;Standard Price Book;QB-PWRCORE-1600S-GEN3071;One-Time;USD,USD,true,false,QB-PowerCore 1600S GEN3071,Standard Price Book;true,QB-PWRCORE-1600S-GEN3071,One-Time;OneTime,599
QB-PowerCore 500S GEN3072;Standard Price Book;QB-PWRCORE-500S-GEN3072;One-Time;USD,USD,true,false,QB-PowerCore 500S GEN3072,Standard Price Book;true,QB-PWRCORE-500S-GEN3072,One-Time;OneTime,299
QB-PowerCore 800S GEN3073;Standard Price Book;QB-PWRCORE-800S-GEN3073;One-Time;USD,USD,true,false,QB-PowerCore 800S GEN3073,Standard Price Book;true,QB-PWRCORE-800S-GEN3073,One-Time;OneTime,489
QB-PowerSafe 1000D GEN3074;Standard Price Book;QB-PWRSAFE-1000D-GEN3074;One-Time;USD,USD,true,false,QB-PowerSafe 1000D GEN3074,Standard Price Book;true,QB-PWRSAFE-1000D-GEN3074,One-Time;OneTime,700
QB-PowerSafe 2000D GEN3075;Standard Price Book;QB-PWRSAFE-2000D-GEN3075;One-Time;USD,USD,true,false,QB-PowerSafe 2000D GEN3075,Standard Price Book;true,QB-PWRSAFE-2000D-GEN3075,One-Time;OneTime,1850
QB-PowerSafe 600D GEN3076;Standard Price Book;QB-PWRSAFE-600D-GEN3076;One-Time;USD,USD,true,false,QB-PowerSafe 600D GEN3076,Standard Price Book;true,QB-PWRSAFE-600D-GEN3076,One-Time;OneTime,450
QuantumBit Q-Rack 750 GEN3077;Standard Price Book;QB-QRack-750-GEN3077;One-Time;USD,USD,true,false,QuantumBit Q-Rack 750 GEN3077,Standard Price Book;true,QB-QRack-750-GEN3077,One-Time;OneTime,3980
QuantumBit Database (Quantity Commit) GEN3078;Standard Price Book;QB-QTY-CMT-GEN3078;Term Annual;USD,USD,true,false,QuantumBit Database (Quantity Commit) GEN3078,Standard Price Book;true,QB-QTY-CMT-GEN3078,Term Annual;TermDefined,500
QB-RAIDForce 500 GEN3079;Standard Price Book;QB-RAID-500-GEN3079;One-Time;USD,USD,true,false,QB-RAIDForce 500 GEN3079,Standard Price Book;true,QB-RAID-500-GEN3079,One-Time;OneTime,620
Data Normalization Expert GEN3082;Standard Price Book;QB-SRV-DNE-GEN3082;One-Time;USD,USD,true,false,Data Normalization Expert GEN3082,Standard Price Book;true,QB-SRV-DNE-GEN3082,One-Time;OneTime,300
Implementation Engineer GEN3083;Standard Price Book;QB-SRV-IMP-GEN3083;One-Time;USD,USD,true,false,Implementation Engineer GEN3083,Standard Price Book;true,QB-SRV-IMP-GEN3083,One-Time;OneTime,300
Integration Specialist Engineer GEN3084;Standard Price Book;QB-SRV-ISE-GEN3084;One-Time;USD,USD,true,false,Integration Specialist Engineer GEN3084,Standard Price Book;true,QB-SRV-ISE-GEN3084,One-Time;OneTime,350
Module Extension Engineer GEN3085;Standard Price Book;QB-SRV-MEE-GEN3085;One-Time;USD,USD,true,false,Module Extension Engineer GEN3085,Standard Price Book;true,QB-SRV-MEE-GEN3085,One-Time;OneTime,300
Professional Services Daily Rate GEN3088;Standard Price Book;QB-SRV-OG-PSH-GEN3088;One-Time;USD,USD,true,false,Professional Services Daily Rate GEN3088,Standard Price Book;true,QB-SRV-OG-PSH-GEN3088,One-Time;OneTime,250
Program Director GEN3090;Standard Price Book;QB-SRV-PD-GEN3090;One-Time;USD,USD,true,false,Program Director GEN3090,Standard Price Book;true,QB-SRV-PD-GEN3090,One-Time;OneTime,350
Project Manager GEN3091;Standard Price Book;QB-SRV-PMN-GEN3091;One-Time;USD,USD,true,false,Project Manager GEN3091,Standard Price Book;true,QB-SRV-PMN-GEN3091,One-Time;OneTime,300
Quality Assurance Engineer GEN3093;Standard Price Book;QB-SRV-QAE-GEN3093;One-Time;USD,USD,true,false,Quality Assurance Engineer GEN3093,Standard Price Book;true,QB-SRV-QAE-GEN3093,One-Time;OneTime,300
Solutions Architect GEN3095;Standard Price Book;QB-SRV-SAT-GEN3095;One-Time;USD,USD,true,false,Solutions Architect GEN3095,Standard Price Book;true,QB-SRV-SAT-GEN3095,One-Time;OneTime,500
Professional Services Scope of Work GEN3096;Standard Price Book;QB-SRV-SOW-GEN3096;One-Time;USD,USD,true,false,Professional Services Scope of Work GEN3096,Standard Price Book;true,QB-SRV-SOW-GEN3096,One-Time;OneTime,25000
Q-Drive NVX 16TB GEN3097;Standard Price Book;QB-SSD 16TB-GEN3097;One-Time;USD,USD,true,false,Q-Drive NVX 16TB GEN3097,Standard Price Book;true,QB-SSD 16TB-GEN3097,One-Time;OneTime,1200
